User,Tweet,Language,Location
ImCrossEllen,RT @BaroqueLibraria: Anyone ever been on Asenapine? Any positive or negative experiences to share? #bipolar,en,"Lincoln, England"
Schlumpf23_v3,I can relate to this #bipolar #mentalillness --&gt; https://t.co/g3dSKcpuM5,en,"Berlin, Germany"
parkkeuris,"Park Keu Ris - Bipolar https://t.co/rGyv5ko3bA via @YouTube

#edm #more #riddim #dubstep #parkkeuris #bipolar #unangbanat",en,Antipolo
StephensonRATX,"RT @StephensonRATX: MANIC MAN: Tales of a Middle Aged, Irish, #BipolarWarrior

#StopTheStigma #MentalHealthMatters #Bipolar #BipolarDisorder

#ASMSG #IARTG #IAN1

https://t.co/1T08pNWRWu",en,An antique desk w a typewriter
JulianCampbellF,"#donate #volunteer #volunteering #juliancampbellfoundation
#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #suicideprevention #bulimia #eatingdisorder #mindfulness #bpd https://t.co/q7cw8XoQMK",en,"London, England"
uksurvivorjohn,"RT @JulianCampbellF: There is no standard #normal. Normal is subjective. There are seven billion versions of normal on this planet.?
— Matt Haig, Reasons to Stay Alive?
?#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare https://t.co/D7QCIe0G8G",en,"Essex, UK"
SherbTwitch,"This afternoon at 4pm we're going to be finishing up #MentalHealthAwarenessWeek by talking about #schizophrenia and #bipolar disorder while ruining the neighbourhood in #ts4. Come just to chill, or share your experiences, break some myths and maybe even learn something~",en-gb,"Wales, United Kingdom"
C4U_Claire,"RT @JulianCampbellF: There is no standard #normal. Normal is subjective. There are seven billion versions of normal on this planet.?
— Matt Haig, Reasons to Stay Alive?
?#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare https://t.co/D7QCIe0G8G",en,London
PsychCentral,RT @PsychCentral: Podcast: Helping a Friend with Mental Illness https://t.co/3MaMcORM8B #ABipolarASchizophrenicandaPodcast #Bipolar https://t.co/FfUE55YyOX,en,"Newburyport, MA"
ShadyOlive,"Sitting under shelter, in the rain, with a mojito, on a Sunday (and a dent in the Silver Dream Machine) with thoughts of Monday morning a million miles away. If Carling could do perfect moments for #bipolar peeps ?? https://t.co/MyIG28MkiY",en,shadyolive meadows 
wotwfo,"RT @DrPeteMarcelo: Spring Is the Season to Ask ‘Are You O.K.?’ https://t.co/wrN7uUjhCd

#health  #stress #counseling #therapy #autism #adhd #mentalhealth #marriagecounseling #drpetemarcelo.com
#counseling #depression #bipolar #mindfulness #60156 #psychologist  #iep... https://t.co/wrN7uUjhCd",en,"Huntley, IL"
BipolarSANH,"RT @MHIIR_14: Using your phone battery, how much energy do you have today?

#energy #fatigue #exhaustion #ChronicFatigue #MentalHealth #mentalillness #chronicillness #ChronicPain #invisibleillness #InvisibleDisability #depression #fibromialgia #anxiety #MECFS #bipolar #LUPUS #Crohns @MHIIR_14 https://t.co/WuYELWLkVV",en,Worldwide
DrPeteMarcelo,"Spring Is the Season to Ask ‘Are You O.K.?’ https://t.co/wrN7uUjhCd

#health  #stress #counseling #therapy #autism #adhd #mentalhealth #marriagecounseling #drpetemarcelo.com
#counseling #depression #bipolar #mindfulness #60156 #psychologist  #iep... https://t.co/wrN7uUjhCd",en,"Huntley, IL"
makiedim,"RT @RobertJW4688: I'm running from my
own skin; skeleton
cracking in the
rain, clouds laughing
at my flotsam soul.

#vss365
#poetry
#micropoetry
#poem
#poems
#amwriting
#depression
#bipolar
#MentalHealthAwarenessMonth
#writing
#WritingCommunity",en,South Africa
MHIIR_14,"Using your phone battery, how much energy do you have today?

#energy #fatigue #exhaustion #ChronicFatigue #MentalHealth #mentalillness #chronicillness #ChronicPain #invisibleillness #InvisibleDisability #depression #fibromialgia #anxiety #MECFS #bipolar #LUPUS #Crohns @MHIIR_14 https://t.co/WuYELWLkVV",en,Worldwide
poppet900,"RT @ForumMental: #mentalhealth #BPD #Bipolar #autism #anxiety #OCD #PTSD #ADHD #depression
I have a forum for those with a mental health problem. Come and join us.
https://t.co/TJYxeewKQR",en,A quiet scottish glen
blondeanxietyrx,"RT @AmandaBlind1: I can relate with the #hypomania and doing things similar. Thank you for writing this ?@hatttiegladwell?!???

Mental health awareness week: I spent thousands covering my body in tattoos during a #bipolar mania episode – but I don’t regret it https://t.co/tIhlo51udd",en,The 666
Imran75598389,"@MOEWHU So what if I said that over a month ago ?? Opinions change...Yeh he has pace,he is young...Don't mean he should be thrown away..But he has been extremely poor &amp; clearly lacks experience.Thats why its called provisional WC squad changes can be made...#bipolar",en,Essex
JulianCampbellF,The best way out is always through. ?#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare #suicide #suicideprevention #depressionrecovery #edrecovery https://t.co/vdxWE95zbB,en,"London, England"
JulianCampbellF,"Everyone pretends to understand, as if it were necessary to understand, when it is simply necessary to #love. 
#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare #suicide #suicideprevention https://t.co/AeJo8k0QKk",en,"London, England"
MOEWHU,@Imran75598389 Your mind changes like the British weather ? #Bipolar,en,LDN
hatttiegladwell,"RT @AmandaBlind1: I can relate with the #hypomania and doing things similar. Thank you for writing this ?@hatttiegladwell?!???

Mental health awareness week: I spent thousands covering my body in tattoos during a #bipolar mania episode – but I don’t regret it https://t.co/tIhlo51udd",en,buy my book below pls ?
nrmentalhealth,"@author_bipolar @BipolarBattle @lizzirizzobls @AcquiescentSoul @notdeadyetFT @VOLZGRL4evr @ProvokingDrama @allevin18 @paulaannev @talkandcheese @Nwind9 Good strategy for coping with #bipolar - better to shut down, switch off and reset an agitated mind to prevent spiraling out of control",en,NW London UK
AmandaBlind1,"I can relate with the #hypomania and doing things similar. Thank you for writing this ?@hatttiegladwell?!???

Mental health awareness week: I spent thousands covering my body in tattoos during a #bipolar mania episode – but I don’t regret it https://t.co/tIhlo51udd",en,United States
aharug,"#mental fitness is just as important as physical fitness.
Let's avoid #depression #stress #suicide #Anxiety #Schizophrenia #Trauma #PTSD #bipolar https://t.co/N51g6m97d8",en,Uganda
JulianCampbellF,"#donate #volunteer #volunteering #juliancampbellfoundation?
#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare #suicide #anorexia #suicideprevention #bulimia #eatingdisorder #mindfulness #depressionrecovery https://t.co/INR6uJVMSr",en,"London, England"
EwanHilton,"RT @CompassionMH: Delighted that Sascha Altman DuBrul is joining us in London on 24 June Radical activist and #Bipolar cartographer, Sascha is the cofounder of @madgifts in New York and training director for @idha_nyc Be inspired to think differently about #MentalHealth https://t.co/qQAJ8wI4jC",en,Wales 
nrmentalhealth,"@CalculatingMind Art work can often be more powerful than simply words. Getting stuff out on paper can be so healing  - thank you for sharing Anja - so connected, having been a chaotic #bipolar sufferer myself.",en,NW London UK
mizzishyde,I am in the worst fucking mood today ? #MentalHealth #MentalHealthAwarenessWeek  #bipolar #did,en,"Norwich, England"
yodanceuk,"End stigma ?????????????I look forward to the day when it’s not labelled as mental but holistic health #yodanceuk #yoga #dance #bipolar #westbridgford #nottingham @ Nottingham, United Kingdom https://t.co/OI0POvMIWw",en,United Kingdom
RachTimmins74,"Anxiety is a bitch!
#anxiety #mentalhealthmatters #bipolar #beyondblue",en,"Townsville, Queensland"
CompassionMH,"Delighted that Sascha Altman DuBrul is joining us in London on 24 June Radical activist and #Bipolar cartographer, Sascha is the cofounder of @madgifts in New York and training director for @idha_nyc Be inspired to think differently about #MentalHealth https://t.co/qQAJ8wI4jC",en-gb,"Cardiff, Wales, UK"
JulianCampbellF,"There is no standard #normal. Normal is subjective. There are seven billion versions of normal on this planet.?
— Matt Haig, Reasons to Stay Alive?
?#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare https://t.co/D7QCIe0G8G",en,"London, England"
Menta1Hea1th_Me,"#endthestigma #bipolar #trauma #loveyourself #suicide #gay #stress #happy #ocd #healthylifestyle #awareness #gym #sad #chronicillness #art #support #yoga #abuse #depressed #instagood #suicideawareness #peace #adhd #mind #mentalhealthrecovery #borderlinepersonalitydisorder 
?? https://t.co/d4wzyeGcR9",en,United Kingdom
MCAPN_CO_UK,"RT @nrmentalhealth: There's a problem word in English:'Depression.' #Depression is NOT clinical depression. To all bosses, it is not about feeling sad, blue, under the weather. Clinical depression is utterly debilitating and takes time to feel anywhere near to return to work. #mentalhealth #bipolar https://t.co/x83JNi6lyH",en,Online / Worldwide
nicolexcecelia,Drugs sound good right bout now jkjk I’m getting high off insomnia instead. #bipolar  ??,en,Outter Space Babe
Goto_paulcastle,RT @JoeRoeCoaching: Gratitude attitude #LOA #gratitude #bipolar https://t.co/OGuwEAIXzn,en,"London, England. International"
J_F_Hayes,"RT @ProfDanielSmith: This is really interesting - timing of medication could be important in psychiatry, particularly for mood disorders, eg, #lithium use in #bipolar disorder, or #antidepressants in #depression https://t.co/NVr3UnNax3",en,London
iam_seanhaze,RT @gucci1017: Dropping new single #Bipolar ft @QuavoStuntin at midnight ?? https://t.co/mHDNYvrhXw,en,"Chicago, IL"
JulianCampbellF,"#Life is like the ocean. It can be #calm or still, and rough or rigid, but in the end, it is always #beautiful.??
#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare #suicide #suicideprevention https://t.co/5FFKXHDv9d",en,"London, England"
ByronStol,RT @psychepi: Father’s desperate bid to keep his daughter alive https://t.co/mkBv4VxuXw the fact she’s been diagnosed with #BPD #PTSD severe #anxiety #depression &amp; possibly #bipolar reeks of rampant #pathologization,en,"Western Victoria, Australia"
andreasalazar_e,"Y aun no entiendo como puedo ser tan dulce y preocupada con los demás y al segundo que me valga madres todo y todos? es posible? 
Ser cálido y al segundo frío #bipolar",en,"Guayaquil, Ecuador"
ProfDanielSmith,"This is really interesting - timing of medication could be important in psychiatry, particularly for mood disorders, eg, #lithium use in #bipolar disorder, or #antidepressants in #depression https://t.co/NVr3UnNax3",en,Glasgow
EpianRose,"RT @heartoflove_7: #Jesus, give me the grace of seeing the many #blessings You bestow on me, so I may always give You thanks. #Amen, my Jesus, amen. #anxiety #depression #prayer #bipolar #SaturdayMotivation #saturdaynight",en,United States
EpianRose,"RT @CGoldschagg: #bipolardisorder 
#bipolar https://t.co/KfiNojXFYP",en,United States
EpianRose,"RT @CGoldschagg: #bipolar 
#bipolardisorder https://t.co/t5KaoNkz3d",en,United States
EpianRose,RT @WordsAnThoughts: #mentalhealthawareness #mentalhealth #mind #thoughts #health #depression #ocd #bpd #bipolar #anxiety #poem #poetry #talk #help #helpingothers #verse #verseoftheday #mentalhealthawarenessweek #speakout #poetrycommunity #poetsoftwitter #poems #poemsoftwitter #poemsdaily #helpme,en,United States
EpianRose,"RT @_HaloMilan: I gotta say, this ""sanity"" stuff works WONDERS on faith.. Go figure. Lol
#Bipolar #MedsThatWork #StayTuned ???",en,United States
EpianRose,RT @njdahmer: the ups and downs of mania aka feel great then feel sick and repeat all night long ?? #mania #bipolar,en,United States
EpianRose,RT @Avalon709: tragic. He has #schizophrenia psychiatrist says. His lawyer had SF too. More than 50% of #psychosis is #cannabis induced or drug induced. up to 90% some ERs. Also #bipolar +EDs. Court hears from Veitch in recorded calls w/ police at murder trial. #cdnpoli  https://t.co/rm5aT3zewn,en,United States
njdahmer,the ups and downs of mania aka feel great then feel sick and repeat all night long ?? #mania #bipolar,en,"BC, Canada"
slime_brain,#psychiatry: Oh you have mood instability outside of #Bipolar Mood Episodes (TM) we better pile on some more diagnoses because we don't know what the fuck we are doing ?,en,"Portland, OR"
RebeccaLee83,"RT @cassnottrash: The worst part of #bipolar for me is people not understanding that I feel everything x1000 or not at all ?

#mentalhealth #MentalHealthAwareness",en,"Toronto, Ontario"
_HaloMilan,"I gotta say, this ""sanity"" stuff works WONDERS on faith.. Go figure. Lol
#Bipolar #MedsThatWork #StayTuned ???",en,Earf.
girlintherapy,RT @clearviewwomens: Why Does #Therapy Take So Long? #Psychologists Explain What's Normal - https://t.co/IDIwGNbDW8 #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en,Asia
CGoldschagg,RT @JulieBipolar: Do you agree with my #bipolar myths? 10 Top Myths About Bipolar Disorder https://t.co/Zi4lQyX50U #HealthCentral via @healthcentral,en,"Auckland, New Zealand"
CGoldschagg,"#bipolar 
#bipolardisorder https://t.co/t5KaoNkz3d",en,"Auckland, New Zealand"
CGoldschagg,"#bipolardisorder 
#bipolar https://t.co/KfiNojXFYP",en,"Auckland, New Zealand"
RRids93,"RT @ParkerleahLeah: Mental health week don't suffer in slience, speak up #bipolar #depression #aniexty https://t.co/pQDYxVXisS",en,"London, England"
jdavidtrotter,"RT @insporising: LISTEN to our interview with MICHELLE DICKINSON - author of ""Breaking Into My Life: Growing Up with a Bipolar Parent and My Battle to Reclaim Myself."" SUBSCRIBE to the Inspiration Rising podcast at https://t.co/XSJ4VrFl2q. #bipolar #mentalhealth #mentalhealthawareness #anxiety https://t.co/AzKP2e4x8N",en,"ÜT: 33.858904,-118.068726"
heartoflove_7,"#Jesus, give me the grace of seeing the many #blessings You bestow on me, so I may always give You thanks. #Amen, my Jesus, amen. #anxiety #depression #prayer #bipolar #SaturdayMotivation #saturdaynight",en,"Leander, TX"
wholeparent,"RT @jmacofearth: If You’re Happy and You Know It: Our Spiritual Connection w/ Each Other https://t.co/iIk2pZC7fd

#divorce #recovery #alanon #bipolar #depression #coach #lifecoach https://t.co/5BetVLAXQ9",en,"Austin, Texas"
jmacofearth,"If You’re Happy and You Know It: Our Spiritual Connection w/ Each Other https://t.co/iIk2pZC7fd

#divorce #recovery #alanon #bipolar #depression #coach #lifecoach https://t.co/5BetVLAXQ9",en,"Austin, Texas"
JeffYalden,"Look at yourself in the mirror.  Ain't nobody perfect.  Forgiveness starts with yourself.  Forgiveness is a powerful thing, but the first person to learn to forgive is yourself.  You can't change people, places, and things.  #SelfReflection #BiPolar https://t.co/XkUkh09EAa https://t.co/XTZa8MJToy",en,"Myrtle Beach, SC"
clearviewwomens,Why Does #Therapy Take So Long? #Psychologists Explain What's Normal - https://t.co/IDIwGNbDW8 #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en,Los Angeles
3mmaHusl3r,"@TechN9ne @Wrekonize is the show sold out ?
#do not want to drive a long ##HELp ME #bipolar #husband #",en,"Colorado, USA"
sarahxXx1990,"When the best advice crisis team give you is listen to music or go and meditate ? I don’t even know why I bothered calling. 

#mentalillness #mentalhealth #mentalhealthawareness #bipolar #bipolardisorder… https://t.co/eUW12OG9tn",en,Hampshire UK
ca_perez10,@absalon78 @AlonsoDT #bipolar,es,"Reynosa, Tamps. "
BipolarCorner,"Second @TheRewiredSoul I did a video called #bipolar hyper sexuality where i have addressed all of your bullshit bashing my name calling me a fucking pervert. HHere is the video You ignorant arrogant asshole
https://t.co/v020JU71ZD",en,United States
clearviewwomens,Hotspot in the genome may drive psychosis in #schizophrenia and #bipolar disorder: https://t.co/jDsyGsg4OL #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt,en,Los Angeles
sandra_king2,#mentalhealth #bipolar https://t.co/7lp3XTD5d7,en,USA
medixAI,#takemetothehospital #selfcaresaturday #TheProdigy #emergency #ER #love #fucking #music #electronicmusic #jiltedgeneration #heart #ambulance #mental #mentallychill #bipolar #PTSD #trauma #letsgo #joyride #manic… https://t.co/4FDqMe3fe6,en,"Baltimore, MD"
GailZMartin,"Lost time""@Matociquala ElizabethBear on #PTSD &amp; #Bipolar for #HoldOnToTheLight https://t.co/slBn8GRgWB\",en,"Charlotte, NC"
GailZMartin,"Lost time""@Matociquala ElizabethBear on #PTSD &amp; #Bipolar for #HoldOnToTheLight https://t.co/slBn8GRgWB\",en,"Charlotte, NC"
danielslv,"Patrick jogando pra firmar posição! Nao sei o que sentir.... Feliz pq tá bem ou triste pq vai virar titular ?
#Bipolar",pt,Cidade do Galo
AMIQuebec,"How to help a person who is living with #bipolar disorder. 
https://t.co/GJwnTSc3O8",en,Montreal
EmotionalLife,RT @PsychCentral: What It Takes to Be a Mental Health Advocate: An Interview With Christina Huff https://t.co/VAtKLLB8Nc #Bipolar #Interview https://t.co/4FqKPtzf9i,en,"Seattle, WA"
ThinkTankRepair,RT @PsychCentral: What It Takes to Be a Mental Health Advocate: An Interview With Christina Huff https://t.co/VAtKLLB8Nc #Bipolar #Interview https://t.co/4FqKPtzf9i,en,"Seattle, WA"
PsychCentralPro,RT @PsychCentral: What It Takes to Be a Mental Health Advocate: An Interview With Christina Huff https://t.co/VAtKLLB8Nc #Bipolar #Interview https://t.co/4FqKPtzf9i,en,"Newburyport, MA"
PsychCentral,What It Takes to Be a Mental Health Advocate: An Interview With Christina Huff https://t.co/VAtKLLB8Nc #Bipolar #Interview https://t.co/4FqKPtzf9i,en,"Newburyport, MA"
CherryRaith,RT @leahmilner: Dear @RebelCircus I don’t think we are the assholes in all this. Profiting from #mentalhealth stigma is not a good look. Been there and didn’t buy the T-shirt. Does this come in other mental health conditions or just #bipolar ? https://t.co/7g8ECSydwk,en,"Right here, right now"
olhaaoqueperdeu,"Va ja tive mais à bocado agr tou bue cagativo 

#bipolar",pt,"Lisboa, Portugal"
bipolarilari,"RT @cassnottrash: The worst part of #bipolar for me is people not understanding that I feel everything x1000 or not at all ?

#mentalhealth #MentalHealthAwareness",it,Italia
ClearviewTreats,"In 'Mind Fixers,' Anne Harrington Explores Role Of #Drug Marketing In #MentalIllness - https://t.co/F1jngnA6vM #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma",en,"Los Angeles, CA"
KittOMalley,"Married 22 years. Together 25. Love and marriage while living with #bipolar or other #mentalillness is possible (not easy, but possible). Thankful to have my life partner by my side. He’s my biggest supporter. #mentalhealth #mentalhealthawareness https://t.co/L7e2dK5gZY https://t.co/yPhXeFyaWl",en,"Mission Viejo, CA"
shojobeatgirl,Mental Health Labels - Gotta Catch'em All!!! https://t.co/sGx7L4eAOI via @shojobeatgirl #depression #anxiety #blog #humor #funny #bipolar #aspergers #autism #mentalhealth #mentalillness,en,"Dayton, Ohio"
ItsTreasur,"I just knew that 80 degree weather was too good to be true ?
#Chicago #BiPolar",en,"Chicago, IL"
MariaBogdanos,#Anxiety and #Mindfulness #CBT #MBT #depression #bipolar #recovery #therapy https://t.co/7nxegF1UIl,en,"Aptos, CA"
ClearviewTreats,What is cognitive behavioral therapy and how does it work? https://t.co/61GrOpK3ky #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en,"Los Angeles, CA"
inuxzombiFD,"RT @princessflame15: Gracias por los que estan aqui y soportan mis locos cambios de animo... enserio los adoro ???
#bipolar",es,"Puebla, México"
rosiecouch,"RT @cerysknighton: Absolutely thrilled to announce my next solo exhibition, 'Bipolarity', at the wonderful @thegatearts in Cardiff from June 20th to August 2nd!?Do come along to the launch event on July 11th from 6pm where I will give a talk about the artwork! https://t.co/QkfgWlrNLn #bipolar #art https://t.co/tGOW3XJbiT",en,"Cardiff, Wales"
6esrasahin,"Bipolar bir delilik de?ildir. Duygu durum bozuklu?udur! Bu kadar net! #bipolar
@bipolardernegi @BipolarTurkey",tr,"Yenimahalle, Ankara"
6esrasahin,"Sa?da solda saçma sapan videolar izliyorum. Bipolar? çok yanl?? anlatan, bu hastal??a kar?? insanlar?n alg?s?yla oynayan tuhaf insanlar var. Yapmay?n. Bu yapt???n?z kötülük, ba?ka hiçbir ?ey de?il. Bunu sadece ya?ayanlar do?ru anlatabilir. Sizin sand?klar?n?zdan b?kt?m! #bipolar",tr,"Yenimahalle, Ankara"
6esrasahin,"Bipolar bozukluk hastas? birini tan?yorsan?z, lütfen anlamaya çal??may?n, bu mümkün de?il. Sadece onun yan?nda olun, destek olun yeterli. Hayat zaten bizim için çok zor, birde siz zorla?t?rmay?n. Lütfen. #bipolar",tr,"Yenimahalle, Ankara"
RebeccaHGoodman,RT @leahmilner: Dear @RebelCircus I don’t think we are the assholes in all this. Profiting from #mentalhealth stigma is not a good look. Been there and didn’t buy the T-shirt. Does this come in other mental health conditions or just #bipolar ? https://t.co/7g8ECSydwk,en,London
Menta1Hea1th_Me,#endthestigma #bipolar #trauma #loveyourself #suicide #stress  #ocd #healthylifestyle #awareness   #chronicillness  #support  #abuse #depressed #instagood #suicideawareness #mind #mentalhealthrecovery #borderlinepersonalitydisorder #chronicpain #family #pain #mentalhealthsupport https://t.co/0dzTnCSOJb,en,United Kingdom
DSM5sucks,"RT @flimjannery: 'Why I'm Protesting the American Psychiatric Association"" https://t.co/9ShEtnVqDQ  #mentalhealth #bipolar #schizophrenia #hearingvoices #psychosis #schizoaffective #involuntary #humanrights #mindfreedom #depression #anxiety #adhd #torture #protestapa2018 #protest #protestapa https://t.co/cTJLpb84Fz",en,In Big Pharma's Pocket
Torifinney666,"https://t.co/ERd6RscMB4 
#PTSD #bipolar #arthritis #urticaria #psoriasis 
Visit my blog for information about these  conditions and multiple diagnosis #mindfulness",en-gb,"Portsmouth, England"
sarah_kirby1,"RT @DrTomRichardson: Can’t believe @RebelCircus are selling this, #bipolar is misunderstood &amp; often stigmatised as it is. I have acted impulsively when manic: would like to think I’m not an asshole! An insult to my patients @BipolarAdvantag @Spotlight_BP @BipolarUK @TimetoChange @stephenfry @rcpsych? https://t.co/pHbH47pB09",en-gb,"Southampton, England"
jesdeh2o,"?Put laundry in dryer
?Didn't tell off my obnoxious neighbor. That took a lot.

Obnoxious neighbor loves to spread lies about me &amp; is two-faced. I'd use other words of description but I have a few young following me.

#bipolar #anxiety #mentalhealth #rage",en,"Iowa, USA"
lenavgils,"RT @iThink_Magazine: It's Mental Health Awareness Week! We have made wristbands to show support 'it's okay not be okay!'

#MentalHealthAwarenessWeek #Mentalhealth #WritingCommunity #anxiety #depression #bipolar #introvert #writing #magazine #supportlocal https://t.co/RYsPxbDDt7",nl,"Pays-Bas, (Europa) "
MsJeanJeanne1,"Ahhh! Hope you all are well! ???
#ItsOkNotToBeOk 
#bipolar
#chronicpain
#MentalHealthAwareness 
#selfcare
#LOVE https://t.co/5bhDohIKth",en,"Buckeye Lake, OH"
WrightWreport,"Ah!, #puppy #love.
@MentalHealthAm #MentalHealthAm #4Mind4Body #outdoors #recreation #mental #mentalhealth #depression #anxiety #bipolar #sanity #insane #pets #cats #dogs #animals #supportanimals #catsanddogs
https://t.co/qVhLdaGyCL",en,New York City
youmatnotalone,@youmatnotalone    #mentalhealthawarenessmonth #depression #prsd #bipolar #anxiety #mooddisorders #youmatternotalone #suicideawarness #ymna https://t.co/BDwD24sUcc,en,"Burbank, CA"
rderome,"This is a great cause, please join in or share this info. Or both is cool, would love to see you there.
https://t.co/Z7sepiZvRd
#running #marathontraining #MentalHealthAwarenessMonth #bipolar #fivefiftyfifty #onamission #theboylstonline #bemonumental #indy https://t.co/M2hTd3JDVJ",en,"Indianapolis, Indiana"
Menta1Hea1th_Me,#endthestigma #bipolar #trauma #loveyourself #suicide #gay #stress #happy #ocd #healthylifestyle #awareness #gym #sad #chronicillness #art #support #yoga #abuse #depressed #instagood #suicideawareness #peace #adhd #mind #mentalhealthrecovery #borderlinepersonalitydisorder https://t.co/d4UYZVyVRb,en,United Kingdom
dynamomortgages,RT @leahmilner: Dear @RebelCircus I don’t think we are the assholes in all this. Profiting from #mentalhealth stigma is not a good look. Been there and didn’t buy the T-shirt. Does this come in other mental health conditions or just #bipolar ? https://t.co/7g8ECSydwk,en,UK
YourGeneHealth,Here is Today's Daily Health Testimonial #Candida #Bipolar #IBS :https://t.co/TOQi7ZnMWe https://t.co/2F0VwHskuc,en,"London, England"
jimissalty,"More matter for a May evening... @cerysknighton, solo at @thegatearts, Cardiff. #bipolar #art https://t.co/Qpis09fxMN",en-gb,France
lunarruler,So I'm sitting here with my dog on my lap and my boyfriend finally got a load coming home from Nevada yesterday. I'm feeling a little down because of my dog and I'm feeling a little ok because my boyfriend is coming home but in the middle of the week. #BPD #bipolar,en,North Carolina 
jesdeh2o,"Bipolar Daily Goals 
?Take meds 
?Eat
?Put sheets in washer
?Dishes
?Edit
?Put sheets in dryer
?Shower
?Make bed

1 load of laundry has me going to and down 2 flights of stairs and without naproxen it's gonna kill me.

#bipolar #anxiety #mentalhealth",en,"Iowa, USA"
DiabeticCyborgg,"I hate Bipolar, it is awesome by Mehar https://t.co/C47KEmLMhh #MentalHealth #Bipolar #Self #Anxiety #Life",en,"Longview, TX"
cerysknighton,"RT @cerysknighton: Absolutely thrilled to announce my next solo exhibition, 'Bipolarity', at the wonderful @thegatearts in Cardiff from June 20th to August 2nd!?Do come along to the launch event on July 11th from 6pm where I will give a talk about the artwork! https://t.co/QkfgWlrNLn #bipolar #art https://t.co/tGOW3XJbiT",en,Porthcawl/Cardiff
LindaLivesay2,"RT @for_meagan: If you are not getting better If you are losing hope If you cannot get out of the darkness of #Depression  
#anxiety #PTSD #bipolar

Watch and share this. Please #Retweet

#SickNotWeak #endthestigma #KeepTalkingMH #LPFamily #MakeChesterProud #320ChangesDirection #SaturdayMorning https://t.co/Ums78NLiAK",en,"Glen Burnie, MD"
KittOMalley,"I engage in conversations on Twitter, but my feed shows WAY too many RTs. I’m real, folks. When I’m respond, it’s me. I focus on notifications. How I cope with #bipolar #bipolardisorder. #selfcare #MENTALHEALTH",en,"Mission Viejo, CA"
TheShow_On_Air,dont.ask.rajah.t michael_landsberg @bell_letstalk @bell_mobility @cp24breakfast @ctvnews @mapleleafs @camh #sicknotweak #ptsd #metoo #mentalhealth #picoftheday #cptsd #mentalillness #bipolar #firstresponders… https://t.co/0ZvEZxdlPG,en,Planet Earth 
Menta1Hea1th_Me,#endthestigma #bipolar #trauma #loveyourself #suicide #stress #happy #ocd #healthylifestyle #awareness #gym #chronicillness #othellosyndrom #support #yoga #abuse #depressed #instagood #suicideawareness #peace #mind #mentalhealthrecovery #borderlinepersonalitydisorder #chronic https://t.co/5D0OezQ4kI,en,United Kingdom
KatieISpence1,"I’m co-teaching normal control vs a person with schizophrenia. If u’d like to learn about mental illness &amp; better coping skills, please reach out to @NAMICommunicate &amp; ask to join a class!
#mentalillness #mentalhealth #bipolar #schizophrenia #add #adhd #depression #anxiety #ptsd https://t.co/yHnNrdPl3m",en,"Houston, TX"
fischermichael0,People are now using Seroquel recreationally? Wut? #bipolar #seroquel,en,Metro Atlanta
bluberryblushes,I'm.still looking for #bipolar rep as well tbh I have never read anything tgat accurately depicts hypomania,en,glasgow
lionelluthor14,@Ebzo Clouds don't seem to affect me but my #bipolarism is worse on #NewMoon and #FullMoon weeks usually. I don't understand it but I've definitely found a pattern of #bipolar episodes coinciding with phases of the moon. #mentalhealth #MentalHealthAwarenessWeek #moon,en,"Memphis, TN"
HealthyPlace,"A #MentalHealth Day Off, Guilt-Free || https://t.co/XNRep5pi0A
==
#depression #anxiety #bipolar #mentalhealthday #mhsm #mhchat https://t.co/w96GRJdaF3",en,Texas
cassnottrash,"The worst part of #bipolar for me is people not understanding that I feel everything x1000 or not at all ?

#mentalhealth #MentalHealthAwareness",en,"Chicago, IL"
NatyPower23,"RT @princessflame15: Gracias por los que estan aqui y soportan mis locos cambios de animo... enserio los adoro ???
#bipolar",en,"Agua Prieta, Sonora"
